"product","brand","category"
"s tree switches","electroclassy s tree industries pvt ltd","electrical switches/parts"
"electroeco mobility","electroeco mobility","auto-corporate"
"kelvinator washing machines","electrolux kelvinator ltd","washing machines"
"kelvinator heavy duty ac","electrolux kelvinator ltd","air conditioners"
"kelvinator refrigerators","electrolux kelvinator ltd","refrigerators"
"kelvinator durables","electrolux kelvinator ltd","consumer durables/home appliances"
"kelvinator ac","electrolux kelvinator ltd","air conditioners"
"electromech global-ce","electromech global","educ-computer education"
"electronic loby","electronic loby","retail outlets-electronics/durables"
"india electronics products nation make in india","electronica & productronica india","events-others"
"electronics mart india-ipo","electronics mart india ltd","public issues"
"bajaj electronics","electronics mart india ltd","retail outlets-electronics/durables"
"trijl products","electrozo india private ltd","others range"
"the big folk night","elemental media","events-entertainment"
"club fm jokestar","elements of cinema","educ-events"
"elephant dates","elephant dates corporation","dryfruit"
"elephant tmt bar 600 sd","elephant tmt bars","building materials/systems"
"exotica (chn)","elephantine","properties/real estates"
"aztec","elephantine enterprises pvt ltd","properties/real estates"
"dance for changing times","eleusis","events-others"
"elgi ultra industries","elgi ultra industries ltd","durables-corporate"
"ultra mixer grinder","elgi ultra industries ltd","mixers/grinders"
"lilly","eli lilly & co (i) pvt ltd","otc products range"
"melas cream adv","eli pharmaceuticals pvt ltd","other face creams"
"elica home appliance","elica pb india pvt ltd","consumer durables/home appliances"
"elim floor cleaner","elim chem pvt ltd","toilet/floor cleaners"
"elim dates farm","elim dates farm","agri investments"
"elim masala","elim food products pvt ltd","spices"
"elim glorious revival church","elim glorious revival church","temples/spiritual"
"elin electronics-ipo","elin electronics ltd","public issues"
"elista gold & diamonds","elista gold & diamonds","retail outlets-jewellers"
"elite bazaar","elite bazaar","retail outlets-departmental stores"
"elite developers","elite developers","properties/real estates"
"elite eduwise","elite eduwise","prof serv-educ/immigration consultants"
"elite fitness (hapur)","elite fitness (hapur)","fitness equipments/clinics"
"elite dreams choco cup cakes","elite foods pvt ltd","cake/pastry/bread"
"elite dreams choco brownie","elite foods pvt ltd","cake/pastry/bread"
"elite half cooked chapathi","elite foods pvt ltd","ready to eat food"
"elite premium elaichi rusk","elite foods pvt ltd","cake/pastry/bread"
"elite palada payasam mix","elite foods pvt ltd","instant mix"
"elite food products","elite foods pvt ltd","food products range"
"elite roasted rava","elite foods pvt ltd","branded atta"
"elite pudding cake","elite foods pvt ltd","cake/pastry/bread"
"elite chakki atta","elite foods pvt ltd","branded atta"
"elite puttu podi","elite foods pvt ltd","instant mix"
"elite plum cakes","elite foods pvt ltd","cake/pastry/bread"
"elite bar cakes","elite foods pvt ltd","cake/pastry/bread"
"elite milk rusk","elite foods pvt ltd","cake/pastry/bread"
"elite cakes","elite foods pvt ltd","cake/pastry/bread"
"elite bread","elite foods pvt ltd","cake/pastry/bread"
"elite rava","elite foods pvt ltd","branded atta"
"elite rusk","elite foods pvt ltd","cake/pastry/bread"
"elite footwear","elite footwear","footwear"
"elite group of companies (uae)","elite group of companies (uae)","corporate/brand image"
"elite hemat onco care centre (srt)","elite hemat onco care centre (srt)","hospital/clinics"
"elite homes","elite homes","properties/real estates"
"elite l one group","elite l one group","corporate/brand image"
"elite property solution/ss shambhavi pride","elite property solution/ss promoters & builders","properties/real estates"
"elite spago properties","elite spago properties llp","properties/real estates"
"elite spine & pain mgmt center","elite spine & pain mgmt center","hospital/clinics"
"elite spine and pain management center","elite spine and pain management center","hospital/clinics"
"cfs elite strike sports","elite strike sports creation llp","corporate-sports"
"accountswaale.com","elitefin accountswaale pvt ltd","ecom-other services"
"eljay hearing centre","eljay hearing centre","hospital/clinics"
"elldee home veg biriyani/chicken biriyani masala","elldee home","spices"
"elldee home traditional masala","elldee home","spices"
"ellen pumps","ellen industries pvt ltd","pumps"
"ellenbarrie industrial gases-ipo","ellenbarrie industrial gases ltd","public issues"
"centralised apprenticeship job fair","ellenki group of inst","educ-events"
"ellenki clg of eng & tech-ml","ellenki group of inst","educ-multiple courses"
"elleys hi fi switches","elleys industries (i) pvt ltd","electrical switches/parts"
"elleys switches","elleys industries (i) pvt ltd","electrical switches/parts"
"ellington properties","ellington properties","properties/real estates"
"ellora natural seeds","ellora natural seeds pvt ltd","agri-corporate"
"ellora onion seeds","ellora natural seeds pvt ltd","seeds/planting material"
"ellora wonder 101","ellora natural seeds pvt ltd","seeds/planting material"
"elvi hatcher chick","elvi hatcher chick","prof serv-animal husbandry"
"elvia surface disinfectant spray","elvia care","household cleaners"
"elyonder educational service","elyonder educational service pvt ltd","prof serv-education consultants"
"egfl finance","em baby finance india pvt ltd","loans-mortgage"
"emami healthy & tasty smart balance immunity boost","emami agrotech ltd","edible oil"
"cb-emami hlth & tasty super strong kachchi-puratan","emami agrotech ltd","edible oil"
"cb-emami hlth & t mantra m-brahma janen gopon komm","emami agrotech ltd","spices"
"emami hlth & tasty super strong kachchi ghani must","emami agrotech ltd","edible oil"
"emami healthy & tasty ultra lite soyabean oil","emami agrotech ltd","edible oil"
"cb-emami healthy & tasty kachi ghani-ajogyo","emami agrotech ltd","edible oil"
"emami healthy & tasty mantra chicken masala","emami agrotech ltd","spices"
"emami healthy & tasty mantra chilli powder","emami agrotech ltd","spices"
"emami healthy & tasty mantra shorshe posto","emami agrotech ltd","spices"
"emami healthy & tasty mantra garam masala","emami agrotech ltd","spices"
"emami hlth & tasty kachchi ghani mustard","emami agrotech ltd","edible oil"
"emami healthy & tasty advans soya chunks","emami agrotech ltd","food products range"
"emami healthy & tasty mantra nawabi meat","emami agrotech ltd","spices"
"himani best choice refined sunflower oil","emami agrotech ltd","edible oil"
"emami healthy & tasty mantra meat masala","emami agrotech ltd","spices"
"himani best choice refined soyabean oil","emami agrotech ltd","edible oil"
"emami healthy & tasty fresh chakki atta","emami agrotech ltd","branded atta"
"emami healthy & tasty nutri soya chunks","emami agrotech ltd","food products range"
"emami healthy & tasty range of products","emami agrotech ltd","food products range"
"emami healthy & tasty mantra masala","emami agrotech ltd","spices"
"emami healthy & tasty rice bran oil","emami agrotech ltd","edible oil"
"emami healthy & tasty soyabean oil","emami agrotech ltd","edible oil"
"emami healthy & tasty mantra jeera","emami agrotech ltd","spices"
"cb-emami double bull cement-mirzapur 2","emami cement ltd","cement"
"emami double bull cement","emami cement ltd","cement"
"kesh king organic onion with curry leaves oil/sham","emami limited","hair care range"
"emami smart and handsome brightening cream/face wa","emami limited","skin care products range"
"emami fair and handsome long lasting radiance crm","emami limited","fairness creams"
"emami fair & handsome instant fairness face wash","emami limited","face wash"
"emami pure glow complete brightening cream","emami limited","fairness creams"
"kesh king ayurvedic anti dandruff shampoo","emami limited","shampoos"
"boroplus antisceptic + moisturising soap","emami limited","toilet soaps"
"zandu vigorex gold/shilajit vigorex gold","emami limited","health stimulant/ginseng"
"boroplus soft ayurvedic antiseptic cream","emami limited","antiseptic creams/liquids"
"boroplus antiseptic + moisturising soap","emami limited","toilet soaps"
"boroplus advanced vasocare herbal jelly","emami limited","petroleum jelly"
"emami fair & handsome 100 pct oil clear","emami limited","face wash"
"emami fair and handsome fairness cream","emami limited","fairness creams"
"emami diamond shine creme hair colour","emami limited","hair dyes"
"kesh king gold anti hairfall shampoo","emami limited","shampoos"
"boroplus ayurvedic antiseptic cream","emami limited","antiseptic creams/liquids"
"boroplus 3 in 1 smart bathing bar","emami limited","toilet soaps"
"boroplus doodh kesar body lotion","emami limited","moisturising lotion/creams"
"kesh king anti hairfall shampoo","emami limited","shampoos"
"emami vasocare petroleum jelly","emami limited","petroleum jelly"
"boroplus 3 in 1 smart handwash","emami limited","toilet liquids"
"himani navratna maxx cool talc","emami limited","talcum powders"
"boroplus organic aloe vera gel","emami limited","skin care products range"
"zandu immunity building range","emami limited","personal care/health&wellness products"
"kesh king gold ayurvedic oil","emami limited","hair oils"
"emami mentho plus balm total","emami limited","rubs and balms"
"himani navratna extra thanda","emami limited","hair oils"
"navratna garam ayurvedic oil","emami limited","hair oils"
"navratna ayurvedic cool oil","emami limited","hair oils"
"zandu ayurvedic cough syrup","emami limited","cough syrups"
"zandu quick relief roll-on","emami limited","rubs and balms"
"zandu chyavanprash jaggery","emami limited","chyavanprash"
"boroplus range of products","emami limited","toiletries range"
"himani navratna cool talc","emami limited","talcum powders"
"zandu balm ultra power","emami limited","rubs and balms"
"emami mentho plus balm","emami limited","rubs and balms"
"zandu ortho vedic oil","emami limited","rubs and balms"
"kesh king oil/shampoo","emami limited","hair care range"
"zandu immu soft chews","emami limited","vitamins/tonics/health supplem"
"zandu nityam tablets","emami limited","digestives"
"zandu chyavanprashad","emami limited","chyavanprash"
"emami 7 oils in one","emami limited","hair oils"
"zandu chyavanprash","emami limited","chyavanprash"
"zandu kesari jivan","emami limited","chyavanprash"
"emami emasol range","emami limited","household cleaners"
"zandu fast relief","emami limited","rubs and balms"
"kesh king shampoo","emami limited","shampoos"
"zandu pancharist","emami limited","digestives"
"zandu pure honey","emami limited","honey"
"dermi cool soap","emami limited","toilet soaps"
"himani navratna","emami limited","hair oils"
"zandu striveda","emami limited","vitamins/tonics/health supplem"
"kesh king oil","emami limited","hair oils"
"he magic duo","emami limited","perfumes/deodorant"
"boroplus ice","emami limited","prickly heat powders/lotions"
"dermi cool","emami limited","prickly heat powders/lotions"
"zandu balm","emami limited","rubs and balms"
"boroplus","emami limited","antiseptic creams/liquids"
"embassy group","embassy group","properties/real estates"
"embassy reit","embassy group","properties/real estates"
"her stories","embassy property dev ltd/wework companies inc","events-real estate"
"chicket","emcan group","restaurants/lodges"
"emcare","emcare","pharma/healthcare-corporate"
"emcer tiles","emcer tiles pvt ltd","tiles & floorings"
"emcure pharmaceuticals-ipo","emcure pharmaceuticals ltd","public issues"
"emcure pharmaceuticals","emcure pharmaceuticals ltd","pharma/healthcare-corporate"
"medishutter app","emedstore pharma it company","ecom-pharma/healthcare"
"emerald business consultant","emerald business consultant","prof serv-consultants"
